NAME, PARENT, GRAPH_TYPE, GOD_ONLY, IS_TITLE, IS_PROFESSION, IS_HIDDEN, MONEY_REQUIRED, POINTS_REQUIRED, SKILLS_REQUIRED_COUNT, SKILLS_REQUIRED, PRECLUSION_SKILLS, XP_TYPE, XP_COST, XP_CAP, MISSIONS_REQUIRED, APPRENTICESHIPS_REQUIRED, STATS_REQUIRED, SPECIES_REQUIRED, JEDI_STATE_REQUIRED, SKILL_ABILITY, COMMANDS, SKILL_MODS, SCHEMATICS_GRANTED, SCHEMATICS_REVOKED, SEARCHABLE, ENDER
combat_commando_support_01, combat_commando, fourByFour, False, False, False, False, 6000, 5, 0, combat_commando_novice, , combat_rangedspecialize_heavy, 175000, 500000, , 0, , , none, , fireAcidSingle1, heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100, , , True, 0
combat_commando_support_02, combat_commando_support_01, fourByFour, False, False, False, False, 7000, 4, 0, combat_commando_support_01, , combat_rangedspecialize_heavy, 250000, 700000, , 0, , , none, , fireAcidCone1, heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100, , , True, 0
combat_commando_support_03, combat_commando_support_02, fourByFour, False, False, False, False, 8000, 3, 0, combat_commando_support_02, , combat_rangedspecialize_heavy, 350000, 900000, , 0, , , none, , , heavy_rifle_acid_accuracy=25,heavy_rifle_acid_speed=15,private_heavyweapon_combat_difficulty=100, , , True, 0
combat_commando_support_04, combat_commando_support_03, fourByFour, False, True, False, False, 9000, 2, 0, combat_commando_support_03, , combat_rangedspecialize_heavy, 450000, 900000, , 0, , , none, , fireAcidSingle2, heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100, , , True, 0
science_combatmedic, science, fourByFour, False, False, True, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
science_combatmedic_novice, science_combatmedic, fourByFour, False, True, False, False, 5000, 6, 0, combat_marksman_support_04,science_medic_master, , medical, 12500, 20000, , 0, , , none, , applyPoison, healing_range=5,healing_range_speed=5,combat_medicine_assembly=20,combat_medicine_experimentation=20,combat_healing_ability=5,combat_medic_effectiveness=5, craftStimpackRangeGroupA,craftApplyPoisonGroupA,craftMedicineComponentGroupC, , True, 0
science_combatmedic_master, science_combatmedic, fourByFour, False, True, False, False, 10000, 1, 0, science_combatmedic_healing_range_04,science_combatmedic_healing_range_speed_04,science_combatmedic_medicine_04,science_combatmedic_support_04, , , 0, 0, , 0, , , none, , place_hospital, healing_range=25,healing_range_speed=25,slope_move=10,combat_healing_ability=25,combat_medic_effectiveness=25,private_place_hospital=100, craftApplyPoisonAreaGroupC,craftApplyDiseaseGroupC,craftApplyDiseaseAreaGroupC, , True, 0
science_combatmedic_healing_range_01, science_combatmedic, fourByFour, False, False, False, False, 6000, 5, 0, science_combatmedic_novice, , medical, 12500, 40000, , 0, , , none, , , healing_range=15,combat_medic_effectiveness=15, , , True, 0
science_combatmedic_healing_range_02, science_combatmedic_healing_range_01, fourByFour, False, False, False, False, 7000, 4, 0, science_combatmedic_healing_range_01, , medical, 25000, 60000, , 0, , , none, , applyDisease, healing_range=15,combat_medic_effectiveness=15, , , True, 0
science_combatmedic_healing_range_03, science_combatmedic_healing_range_02, fourByFour, False, False, False, False, 8000, 3, 0, science_combatmedic_healing_range_02, , medical, 37500, 80000, , 0, , , none, , , healing_range=15,combat_medic_effectiveness=15, , , True, 0
science_combatmedic_healing_range_04, science_combatmedic_healing_range_03, fourByFour, False, True, False, False, 9000, 2, 0, science_combatmedic_healing_range_03, , medical, 50000, 80000, , 0, , , none, , , healing_range=25,combat_medic_effectiveness=25, , , True, 0
science_combatmedic_healing_range_speed_01, science_combatmedic, fourByFour, False, False, False, False, 6000, 5, 0, science_combatmedic_novice, , medical, 12500, 40000, , 0, , , none, , , healing_range_speed=15, , , True, 0
science_combatmedic_healing_range_speed_02, science_combatmedic_healing_range_speed_01, fourByFour, False, False, False, False, 7000, 4, 0, science_combatmedic_healing_range_speed_01, , medical, 25000, 60000, , 0, , , none, , , healing_range_speed=15, , , True, 0
science_combatmedic_healing_range_speed_03, science_combatmedic_healing_range_speed_02, fourByFour, False, False, False, False, 8000, 3, 0, science_combatmedic_healing_range_speed_02, , medical, 37500, 80000, , 0, , , none, , , healing_range_speed=15, , , True, 0
science_combatmedic_healing_range_speed_04, science_combatmedic_healing_range_speed_03, fourByFour, False, True, False, False, 9000, 2, 0, science_combatmedic_healing_range_speed_03, , medical, 50000, 80000, , 0, , , none, , healMind, healing_range_speed=25, , , True, 0
science_combatmedic_medicine_01, science_combatmedic, fourByFour, False, False, False, False, 6000, 5, 0, science_combatmedic_novice, , crafting_medicine_general, 12500, 28000, , 0, , , none, , , combat_medicine_assembly=20,combat_medicine_experimentation=20, craftStimpackRangeGroupB,craftApplyPoisonAreaGroupA,craftApplyDiseaseGroupA, , True, 0
science_combatmedic_medicine_02, science_combatmedic_medicine_01, fourByFour, False, False, False, False, 7000, 4, 0, science_combatmedic_medicine_01, , crafting_medicine_general, 17500, 36000, , 0, , , none, , , combat_medicine_assembly=20,combat_medicine_experimentation=20, craftStimpackRangeGroupC,craftApplyPoisonGroupB,craftApplyDiseaseAreaGroupA,craftMedicineComponentGroupE, , True, 0
science_combatmedic_medicine_03, science_combatmedic_medicine_02, fourByFour, False, False, False, False, 8000, 3, 0, science_combatmedic_medicine_02, , crafting_medicine_general, 22500, 44000, , 0, , , none, , , combat_medicine_assembly=20,combat_medicine_experimentation=20, craftStimpackRangeGroupD,craftApplyPoisonAreaGroupB,craftApplyDiseaseGroupB, , True, 0
science_combatmedic_medicine_04, science_combatmedic_medicine_03, fourByFour, False, True, False, False, 9000, 2, 0, science_combatmedic_medicine_03, , crafting_medicine_general, 27500, 44000, , 0, , , none, , , combat_medicine_assembly=20,combat_medicine_experimentation=20, craftStimpackRangeGroupE,craftApplyPoisonGroupC,craftApplyDiseaseAreaGroupB, , True, 0
science_combatmedic_support_01, science_combatmedic, fourByFour, False, False, False, False, 6000, 5, 0, science_combatmedic_novice, , medical, 12500, 40000, , 0, , , none, , , combat_healing_ability=15,slope_move=10, , , True, 0
science_combatmedic_support_02, science_combatmedic_support_01, fourByFour, False, False, False, False, 7000, 4, 0, science_combatmedic_support_01, , medical, 25000, 60000, , 0, , , none, , , combat_healing_ability=15,slope_move=10, , , True, 0
science_combatmedic_support_03, science_combatmedic_support_02, fourByFour, False, False, False, False, 8000, 3, 0, science_combatmedic_support_02, , medical, 37500, 80000, , 0, , , none, , , combat_healing_ability=15,slope_move=10, , , True, 0
science_combatmedic_support_04, science_combatmedic_support_03, fourByFour, False, True, False, False, 9000, 2, 0, science_combatmedic_support_03, , medical, 50000, 80000, , 0, , , none, , , combat_healing_ability=25,slope_move=10,burst_run=10, , , True, 0
social_imagedesigner, social, fourByFour, False, False, True, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_imagedesigner_novice, social_imagedesigner, fourByFour, False, True, False, False, 5000, 1, 0, social_entertainer_hairstyle_04, , imagedesigner, 10000, 20000, , 0, , , none, , , hair=1,body=1,face=1, , , True, 0
social_imagedesigner_master, social_imagedesigner, fourByFour, False, True, False, False, 10000, 1, 0, social_imagedesigner_hairstyle_04,social_imagedesigner_exotic_04,social_imagedesigner_bodyform_04,social_imagedesigner_markings_04, , , 0, 0, , 0, , , none, , , markings=2,body=2,face=2, , , True, 0
social_imagedesigner_hairstyle_01, social_imagedesigner, fourByFour, False, False, False, False, 6000, 1, 0, social_imagedesigner_novice, , imagedesigner, 10000, 40000, , 0, , , none, , , hair=1, , , True, 0
social_imagedesigner_hairstyle_02, social_imagedesigner_hairstyle_01, fourByFour, False, False, False, False, 7000, 1, 0, social_imagedesigner_hairstyle_01, , imagedesigner, 20000, 60000, , 0, , , none, , , hair=2, , , True, 0
social_imagedesigner_hairstyle_03, social_imagedesigner_hairstyle_02, fourByFour, False, False, False, False, 8000, 1, 0, social_imagedesigner_hairstyle_02, , imagedesigner, 30000, 80000, , 0, , , none, , , hair=2, , , True, 0
social_imagedesigner_hairstyle_04, social_imagedesigner_hairstyle_03, fourByFour, False, True, False, False, 9000, 1, 0, social_imagedesigner_hairstyle_03, , imagedesigner, 40000, 80000, , 0, , , none, , , hair=2, , , True, 0
social_imagedesigner_exotic_01, social_imagedesigner, fourByFour, False, False, False, False, 6000, 1, 0, social_imagedesigner_novice, , imagedesigner, 10000, 40000, , 0, , , none, , , face=1, , , True, 0
social_imagedesigner_exotic_02, social_imagedesigner_exotic_01, fourByFour, False, False, False, False, 7000, 1, 0, social_imagedesigner_exotic_01, , imagedesigner, 20000, 60000, , 0, , , none, , , face=1, , , True, 0
social_imagedesigner_exotic_03, social_imagedesigner_exotic_02, fourByFour, False, False, False, False, 8000, 1, 0, social_imagedesigner_exotic_02, , imagedesigner, 30000, 80000, , 0, , , none, , , face=2, , , True, 0
social_imagedesigner_exotic_04, social_imagedesigner_exotic_03, fourByFour, False, True, False, False, 9000, 1, 0, social_imagedesigner_exotic_03, , imagedesigner, 40000, 80000, , 0, , , none, , , face=2, , , True, 0
social_imagedesigner_bodyform_01, social_imagedesigner, fourByFour, False, False, False, False, 6000, 1, 0, social_imagedesigner_novice, , imagedesigner, 10000, 40000, , 0, , , none, , , body=1, , , True, 0
social_imagedesigner_bodyform_02, social_imagedesigner_bodyform_01, fourByFour, False, False, False, False, 7000, 1, 0, social_imagedesigner_bodyform_01, , imagedesigner, 20000, 60000, , 0, , , none, , , body=1, , , True, 0
social_imagedesigner_bodyform_03, social_imagedesigner_bodyform_02, fourByFour, False, False, False, False, 8000, 1, 0, social_imagedesigner_bodyform_02, , imagedesigner, 30000, 80000, , 0, , , none, , , body=2, , , True, 0
social_imagedesigner_bodyform_04, social_imagedesigner_bodyform_03, fourByFour, False, True, False, False, 9000, 1, 0, social_imagedesigner_bodyform_03, , imagedesigner, 40000, 80000, , 0, , , none, , , body=2, , , True, 0
social_imagedesigner_markings_01, social_imagedesigner, fourByFour, False, False, False, False, 6000, 1, 0, social_imagedesigner_novice, , imagedesigner, 10000, 40000, , 0, , , none, , , markings=1, , , True, 0
social_imagedesigner_markings_02, social_imagedesigner_markings_01, fourByFour, False, False, False, False, 7000, 1, 0, social_imagedesigner_markings_01, , imagedesigner, 20000, 60000, , 0, , , none, , , markings=1, , , True, 0
social_imagedesigner_markings_03, social_imagedesigner_markings_02, fourByFour, False, False, False, False, 8000, 1, 0, social_imagedesigner_markings_02, , imagedesigner, 30000, 80000, , 0, , , none, , , markings=2, , , True, 0
social_imagedesigner_markings_04, social_imagedesigner_markings_03, fourByFour, False, True, False, False, 9000, 1, 0, social_imagedesigner_markings_03, , imagedesigner, 40000, 80000, , 0, , , none, , , markings=2, , , True, 0
outdoors_squadleader, outdoors, fourByFour, False, False, True, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
outdoors_squadleader_novice, outdoors_squadleader, fourByFour, False, True, False, False, 5000, 6, 0, outdoors_scout_movement_04,outdoors_scout_camp_04,combat_marksman_support_04, , combat_general, 7500, 20000, , 0, , , none, , sysgroup, , , , True, 0
outdoors_squadleader_master, outdoors_squadleader, fourByFour, False, True, False, False, 10000, 1, 0, outdoors_squadleader_movement_04,outdoors_squadleader_offense_04,outdoors_squadleader_defense_04,outdoors_squadleader_support_04, , , 0, 0, , 0, , , none, , , group_melee_defense=5,group_ranged_defense=5,group_burst_run=10,group_slope_move=10, , , True, 0
outdoors_squadleader_movement_01, outdoors_squadleader, fourByFour, False, False, False, False, 6000, 5, 0, outdoors_squadleader_novice, , squadleader, 175000, 500000, , 0, , , none, , , group_slope_move=25, , , True, 0
outdoors_squadleader_movement_02, outdoors_squadleader_movement_01, fourByFour, False, False, False, False, 7000, 4, 0, outdoors_squadleader_movement_01, , squadleader, 250000, 700000, , 0, , , none, , , group_burst_run=25, , , True, 0
outdoors_squadleader_movement_03, outdoors_squadleader_movement_02, fourByFour, False, False, False, False, 8000, 3, 0, outdoors_squadleader_movement_02, , squadleader, 350000, 900000, , 0, , , none, , , group_slope_move=25, , , True, 0
outdoors_squadleader_movement_04, outdoors_squadleader_movement_03, fourByFour, False, True, False, False, 9000, 2, 0, outdoors_squadleader_movement_03, , squadleader, 450000, 900000, , 0, , , none, , , group_burst_run=25, , , True, 0
outdoors_squadleader_offense_01, outdoors_squadleader, fourByFour, False, False, False, False, 6000, 5, 0, outdoors_squadleader_novice, , squadleader, 175000, 500000, , 0, , , none, , steadyaim, , , , True, 0
outdoors_squadleader_offense_02, outdoors_squadleader_offense_01, fourByFour, False, False, False, False, 7000, 4, 0, outdoors_squadleader_offense_01, , squadleader, 250000, 700000, , 0, , , none, , , steadyaim=10, , , True, 0
outdoors_squadleader_offense_03, outdoors_squadleader_offense_02, fourByFour, False, False, False, False, 8000, 3, 0, outdoors_squadleader_offense_02, , squadleader, 350000, 900000, , 0, , , none, , volleyFire, , , , True, 0
outdoors_squadleader_offense_04, outdoors_squadleader_offense_03, fourByFour, False, True, False, False, 9000, 2, 0, outdoors_squadleader_offense_03, , squadleader, 450000, 900000, , 0, , , none, , , volley=10, , , True, 0
outdoors_squadleader_defense_01, outdoors_squadleader, fourByFour, False, False, False, False, 6000, 5, 0, outdoors_squadleader_novice, , squadleader, 175000, 500000, , 0, , , none, , formup, , , , True, 0
outdoors_squadleader_defense_02, outdoors_squadleader_defense_01, fourByFour, False, False, False, False, 7000, 4, 0, outdoors_squadleader_defense_01, , squadleader, 250000, 700000, , 0, , , none, , , group_melee_defense=10, , , True, 0
outdoors_squadleader_defense_03, outdoors_squadleader_defense_02, fourByFour, False, False, False, False, 8000, 3, 0, outdoors_squadleader_defense_02, , squadleader, 350000, 900000, , 0, , , none, , , group_melee_defense=15, , , True, 0
outdoors_squadleader_defense_04, outdoors_squadleader_defense_03, fourByFour, False, True, False, False, 9000, 2, 0, outdoors_squadleader_defense_03, , squadleader, 450000, 900000, , 0, , , none, , boostmorale, , , , True, 0
outdoors_squadleader_support_01, outdoors_squadleader, fourByFour, False, False, False, False, 6000, 5, 0, outdoors_squadleader_novice, , squadleader, 175000, 500000, , 0, , , none, , rally, , , , True, 0
outdoors_squadleader_support_02, outdoors_squadleader_support_01, fourByFour, False, False, False, False, 7000, 4, 0, outdoors_squadleader_support_01, , squadleader, 250000, 700000, , 0, , , none, , , group_ranged_defense=10, , , True, 0
outdoors_squadleader_support_03, outdoors_squadleader_support_02, fourByFour, False, False, False, False, 8000, 3, 0, outdoors_squadleader_support_02, , squadleader, 350000, 900000, , 0, , , none, , retreat, , , , True, 0
outdoors_squadleader_support_04, outdoors_squadleader_support_03, fourByFour, False, True, False, False, 9000, 2, 0, outdoors_squadleader_support_03, , squadleader, 450000, 900000, , 0, , , none, , , group_ranged_defense=15, , , True, 0
social_politician, social, fourByFour, False, False, True, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_politician_novice, social_politician, fourByFour, False, True, False, False, 100, 0, 0, , , , 0, 0, , 0, , , none, , place_cityhall,manage_taxes,grantZoningRights, private_place_cityhall=100, , , True, 0
social_politician_master, social_politician, fourByFour, False, True, False, False, 5000, 0, 0, social_politician_fiscal_04,social_politician_martial_04,social_politician_civic_04,social_politician_urban_04, , , 0, 0, , 0, , , none, , , , , , True, 0
social_politician_fiscal_01, social_politician, fourByFour, False, False, False, False, 1000, 0, 0, social_politician_novice, , political, 1000, 20000, , 0, , , none, , city_map, , , , True, 0
social_politician_fiscal_02, social_politician_fiscal_01, fourByFour, False, False, False, False, 2000, 0, 0, social_politician_fiscal_01, , political, 2500, 40000, , 0, , , none, , place_bank,place_shuttleport, private_place_bank=100,private_place_shuttleport=100, , , True, 0
social_politician_fiscal_03, social_politician_fiscal_02, fourByFour, False, False, False, False, 3000, 0, 0, social_politician_fiscal_02, , political, 5000, 60000, , 0, , , none, , city_spec_industry, , , , True, 0
social_politician_fiscal_04, social_politician_fiscal_03, fourByFour, False, True, False, False, 4000, 0, 0, social_politician_fiscal_03, , political, 10000, 60000, , 0, , , none, , city_spec_research, , , , True, 0
social_politician_martial_01, social_politician, fourByFour, False, False, False, False, 1000, 0, 0, social_politician_novice, , political, 1000, 20000, , 0, , , none, , manage_militia, , , , True, 0
social_politician_martial_02, social_politician_martial_01, fourByFour, False, False, False, False, 2000, 0, 0, social_politician_martial_01, , political, 2500, 40000, , 0, , , none, , place_cloning,city_spec_cloning, private_place_cloning=100, , , True, 0
social_politician_martial_03, social_politician_martial_02, fourByFour, False, False, False, False, 3000, 0, 0, social_politician_martial_02, , political, 5000, 60000, , 0, , , none, , city_spec_stronghold, , , , True, 0
social_politician_martial_04, social_politician_martial_03, fourByFour, False, True, False, False, 4000, 0, 0, social_politician_martial_03, , political, 10000, 60000, , 0, , , none, , place_faction_terminal, , , , True, 0
social_politician_civic_01, social_politician, fourByFour, False, False, False, False, 1000, 0, 0, social_politician_novice, , political, 1000, 20000, , 0, , , none, , installMissionTerminal, , , , True, 0
social_politician_civic_02, social_politician_civic_01, fourByFour, False, False, False, False, 2000, 0, 0, social_politician_civic_01, , political, 2500, 40000, , 0, , , none, , recruitSkillTrainer,place_garage, private_place_garage=100, , , True, 0
social_politician_civic_03, social_politician_civic_02, fourByFour, False, False, False, False, 3000, 0, 0, social_politician_civic_02, , political, 5000, 60000, , 0, , , none, , city_spec_entertainer,city_spec_doctor, , , , True, 0
social_politician_civic_04, social_politician_civic_03, fourByFour, False, True, False, False, 4000, 0, 0, social_politician_civic_03, , political, 10000, 60000, , 0, , , none, , city_spec_missions,city_spec_sample_rich, , , , True, 0
social_politician_urban_01, social_politician, fourByFour, False, False, False, False, 1000, 0, 0, social_politician_novice, , political, 1000, 20000, , 0, , , none, , place_streetlamp,place_statue, , , , True, 0
social_politician_urban_02, social_politician_urban_01, fourByFour, False, False, False, False, 2000, 0, 0, social_politician_urban_01, , political, 2500, 40000, , 0, , , none, , place_fountain, , , , True, 0
social_politician_urban_03, social_politician_urban_02, fourByFour, False, False, False, False, 3000, 0, 0, social_politician_urban_02, , political, 5000, 60000, , 0, , , none, , place_small_garden,place_medium_garden, private_place_small_garden=100,private_place_medium_garden=100, , , True, 0
social_politician_urban_04, social_politician_urban_03, fourByFour, False, True, False, False, 4000, 0, 0, social_politician_urban_03, , political, 10000, 60000, , 0, , , none, , place_large_garden,place_exotic_garden, private_place_large_garden=100,private_place_exotic_garden=100, , , True, 0
social_language, social, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_basic, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , , , , , True, 0
social_language_basic_speak, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , , language_basic_speak=100, , , True, 0
social_language_basic_comprehend, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , language_basic_comprehend=100, , , True, 0
social_language_rodian, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_rodian_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , language+rodese, language_rodian_speak=100, , , True, 0
social_language_rodian_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_rodian_comprehend=100, , , True, 0
social_language_trandoshan, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_trandoshan_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , language+dosh, language_trandoshan_speak=100, , , True, 0
social_language_trandoshan_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_trandoshan_comprehend=100, , , True, 0
social_language_moncalamari, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_moncalamari_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , language+moncalamarian, language_moncalamari_speak=100, , , True, 0
social_language_moncalamari_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_moncalamari_comprehend=100, , , True, 0
social_language_wookiee, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_wookiee_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , wookiee, none, , language+shyriiwook, language_wookiee_speak=100, , , True, 0
social_language_wookiee_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_wookiee_comprehend=100, , , True, 0
social_language_bothan, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_bothan_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , language+bothese, language_bothan_speak=100, , , True, 0
social_language_bothan_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_bothan_comprehend=100, , , True, 0
social_language_twilek, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_twilek_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , language+ryl, language_twilek_speak=100, , , True, 0
social_language_twilek_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_twilek_comprehend=100, , , True, 0
social_language_zabrak, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_zabrak_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , language+zabrak, language_zabrak_speak=100, , , True, 0
social_language_zabrak_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_zabrak_comprehend=100, , , True, 0
social_language_lekku, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , , none, , , , , , True, 0
social_language_lekku_speak, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , twilek, none, , language+lekku, language_lekku_speak=100, , , True, 0
social_language_lekku_comprehend, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , twilek, none, , , language_lekku_comprehend=100, , , True, 0
social_language_ithorian, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_ithorian_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , language+ithorian, language_ithorian_speak=100, , , True, 0
social_language_ithorian_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_ithorian_comprehend=100, , , True, 0
social_language_sullustan, social_language, fourByFour, False, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
social_language_sullustan_speak, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak, none, , language+sullustan, language_sullustan_speak=100, , , True, 0
social_language_sullustan_comprehend, social_language, fourByFour, False, False, False, False, 1000, 0, 0, , , , 0, 0, , 0, , , none, , , language_sullustan_comprehend=100, , , True, 0
species, , fourByFour, True, False, False, False, 0, 0, 0, , , , 0, 0, , 0, , , none, , , , , , True, 0
species_bothan, species, fourByFour, True, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , bothan, none, , cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light, camouflage=15,take_cover=10, , , True, 0
species_human, species, fourByFour, True, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , human, none, , cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light, leadership=10,general_experimentation=15, , , True, 0
species_moncal, species, fourByFour, True, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , moncal, none, , cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light, alert=15,weapon_assembly=10,structure_assembly=10, , , True, 0
species_rodian, species, fourByFour, True, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , rodian, none, , cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light, blind_defense=15,onehandmelee_accuracy=10,twohandmelee_accuracy=10,weapon_assembly=10, , , True, 0
species_trandoshan, species, fourByFour, True, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , trandoshan, none, , regeneration,cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light, unarmed_accuracy=10,unarmed_speed=5,unarmed_damage=15,melee_defense=10,creature_harvesting=10,private_innate_regeneration=1, , , True, 0
species_twilek, species, fourByFour, True, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , twilek, none, , cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light, healing_dance_wound=15,healing_music_wound=5,healing_dance_shock=15,healing_music_shock=5, , , True, 0
species_wookiee, species, fourByFour, True, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , wookiee, none, , wookieeRoar,cert_rifle_bowcaster,cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light, trapping=10,tame_bonus=10,rescue=10,warcry=10,private_innate_roar=1, craftWookieItems, , True, 0
species_zabrak, species, fourByFour, True, False, False, False, 0, 0, 0, , , unobtainable, 1, 0, , 0, , zabrak, none, , vitalize,equilibrium,cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light, dizzy_defense=10,stun_defense=10,intimidate_defense=10,anti_shock=5,private_innate_equilibrium=1,private_innate_vitalize=1, , , True, 0
